# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2024-02-11 13:56:55 EST       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01622000 NORTH RIVER NEAR BURKETOWN, VA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01622000
#            TS   parameter     statistic     Description
#        144616       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	144616_00060_00003	144616_00060_00003_cd
USGS	01622000	1928-11-05	140	A
USGS	01622000	1928-11-06	130	A
USGS	01622000	1928-11-07	140	A
USGS	01622000	1928-11-08	110	A
USGS	01622000	1928-11-09	130	A
USGS	01622000	1928-11-10	130	A
USGS	01622000	1928-11-11	110	A
USGS	01622000	1928-11-12	120	A
USGS	01622000	1928-11-13	125	A
USGS	01622000	1928-11-14	110	A
USGS	01622000	1928-11-15	120	A
USGS	01622000	1928-11-16	120	A
USGS	01622000	1928-11-17	102	A
USGS	01622000	1928-11-18	102	A
USGS	01622000	1928-11-19	140	A
USGS	01622000	1928-11-20	110	A
USGS	01622000	1928-11-21	115	A
USGS	01622000	1928-11-22	115	A
USGS	01622000	1928-11-23	102	A
USGS	01622000	1928-11-24	120	A
USGS	01622000	1928-11-25	97.0	A
USGS	01622000	1928-11-26	135	A
USGS	01622000	1928-11-27	102	A
USGS	01622000	1928-11-28	115	A
USGS	01622000	1928-11-29	120	A
USGS	01622000	1928-11-30	140	A
USGS	01622000	1928-12-01	140	A
USGS	01622000	1928-12-02	145	A
USGS	01622000	1928-12-03	223	A
USGS	01622000	1928-12-04	202	A
USGS	01622000	1928-12-05	165	A
USGS	01622000	1928-12-06	181	A
USGS	01622000	1928-12-07	191	A
USGS	01622000	1928-12-08	181	A
USGS	01622000	1928-12-09	176	A
USGS	01622000	1928-12-10	170	A
USGS	01622000	1928-12-11	160	A
USGS	01622000	1928-12-12	160	A
USGS	01622000	1928-12-13	160	A
USGS	01622000	1928-12-14	155	A
USGS	01622000	1928-12-15	280	A
USGS	01622000	1928-12-16	292	A
USGS	01622000	1928-12-17	341	A
USGS	01622000	1928-12-18	328	A
USGS	01622000	1928-12-19	298	A
USGS	01622000	1928-12-20	304	A
USGS	01622000	1928-12-21	280	A
USGS	01622000	1928-12-22	257	A
USGS	01622000	1928-12-23	234	A
USGS	01622000	1928-12-24	229	A
USGS	01622000	1928-12-25	207	A
USGS	01622000	1928-12-26	202	A
USGS	01622000	1928-12-27	170	A
USGS	01622000	1928-12-28	191	A
USGS	01622000	1928-12-29	181	A
USGS	01622000	1928-12-30	170	A
USGS	01622000	1928-12-31	170	A
USGS	01622000	1929-01-01	181	A
USGS	01622000	1929-01-02	181	A
USGS	01622000	1929-01-03	181	A
USGS	01622000	1929-01-04	191	A
USGS	01622000	1929-01-05	181	A
USGS	01622000	1929-01-06	341	A
USGS	01622000	1929-01-07	532	A
USGS	01622000	1929-01-08	532	A
USGS	01622000	1929-01-09	460	A
USGS	01622000	1929-01-10	496	A
USGS	01622000	1929-01-11	460	A
USGS	01622000	1929-01-12	446	A
USGS	01622000	1929-01-13	406	A
USGS	01622000	1929-01-14	366	A
USGS	01622000	1929-01-15	347	A
USGS	01622000	1929-01-16	316	A
USGS	01622000	1929-01-17	310	A
USGS	01622000	1929-01-18	280	A
USGS	01622000	1929-01-19	257	A
USGS	01622000	1929-01-20	246	A
USGS	01622000	1929-01-21	234	A
USGS	01622000	1929-01-22	240	A
USGS	01622000	1929-01-23	240	A
USGS	01622000	1929-01-24	223	A
USGS	01622000	1929-01-25	262	A
USGS	01622000	1929-01-26	366	A
USGS	01622000	1929-01-27	440	A
USGS	01622000	1929-01-28	496	A
USGS	01622000	1929-01-29	433	A
USGS	01622000	1929-01-30	392	A
USGS	01622000	1929-01-31	341	A
USGS	01622000	1929-02-01	334	A
USGS	01622000	1929-02-02	268	A
USGS	01622000	1929-02-03	240	A
USGS	01622000	1929-02-04	234	A
USGS	01622000	1929-02-05	234	A
USGS	01622000	1929-02-06	234	A
USGS	01622000	1929-02-07	268	A
USGS	01622000	1929-02-08	280	A
USGS	01622000	1929-02-09	268	A
USGS	01622000	1929-02-10	274	A
USGS	01622000	1929-02-11	268	A
USGS	01622000	1929-02-12	262	A
USGS	01622000	1929-02-13	246	A
USGS	01622000	1929-02-14	234	A
USGS	01622000	1929-02-15	246	A
USGS	01622000	1929-02-16	234	A
USGS	01622000	1929-02-17	212	A
USGS	01622000	1929-02-18	223	A
USGS	01622000	1929-02-19	218	A
USGS	01622000	1929-02-20	202	A
USGS	01622000	1929-02-21	212	A
USGS	01622000	1929-02-22	202	A
USGS	01622000	1929-02-23	191	A
USGS	01622000	1929-02-24	181	A
USGS	01622000	1929-02-25	202	A
USGS	01622000	1929-02-26	426	A
USGS	01622000	1929-02-27	1820	A
USGS	01622000	1929-02-28	3020	A
USGS	01622000	1929-03-01	2680	A
USGS	01622000	1929-03-02	2330	A
USGS	01622000	1929-03-03	1650	A
USGS	01622000	1929-03-04	1310	A
USGS	01622000	1929-03-05	2510	A
USGS	01622000	1929-03-06	3280	A
USGS	01622000	1929-03-07	2250	A
USGS	01622000	1929-03-08	1480	A
USGS	01622000	1929-03-09	1150	A
USGS	01622000	1929-03-10	873	A
USGS	01622000	1929-03-11	718	A
USGS	01622000	1929-03-12	643	A
USGS	01622000	1929-03-13	606	A
USGS	01622000	1929-03-14	680	A
USGS	01622000	1929-03-15	834	A
USGS	01622000	1929-03-16	873	A
USGS	01622000	1929-03-17	795	A
USGS	01622000	1929-03-18	680	A
USGS	01622000	1929-03-19	606	A
USGS	01622000	1929-03-20	569	A
USGS	01622000	1929-03-21	496	A
USGS	01622000	1929-03-22	460	A
USGS	01622000	1929-03-23	446	A
USGS	01622000	1929-03-24	412	A
USGS	01622000	1929-03-25	392	A
USGS	01622000	1929-03-26	379	A
USGS	01622000	1929-03-27	373	A
USGS	01622000	1929-03-28	360	A
USGS	01622000	1929-03-29	341	A
USGS	01622000	1929-03-30	354	A
USGS	01622000	1929-03-31	334	A
USGS	01622000	1929-04-01	328	A
USGS	01622000	1929-04-02	304	A
USGS	01622000	1929-04-03	292	A
USGS	01622000	1929-04-04	274	A
USGS	01622000	1929-04-05	292	A
USGS	01622000	1929-04-06	292	A
USGS	01622000	1929-04-07	280	A
USGS	01622000	1929-04-08	280	A
USGS	01622000	1929-04-09	274	A
USGS	01622000	1929-04-10	286	A
USGS	01622000	1929-04-11	268	A
USGS	01622000	1929-04-12	274	A
USGS	01622000	1929-04-13	257	A
USGS	01622000	1929-04-14	246	A
USGS	01622000	1929-04-15	268	A
USGS	01622000	1929-04-16	4050	A
USGS	01622000	1929-04-17	4400	A
USGS	01622000	1929-04-18	1990	A
USGS	01622000	1929-04-19	1480	A
USGS	01622000	1929-04-20	1310	A
USGS	01622000	1929-04-21	1230	A
USGS	01622000	1929-04-22	1230	A
USGS	01622000	1929-04-23	990	A
USGS	01622000	1929-04-24	834	A
USGS	01622000	1929-04-25	756	A
USGS	01622000	1929-04-26	718	A
USGS	01622000	1929-04-27	680	A
USGS	01622000	1929-04-28	643	A
USGS	01622000	1929-04-29	643	A
USGS	01622000	1929-04-30	606	A
USGS	01622000	1929-05-01	606	A
USGS	01622000	1929-05-02	569	A
USGS	01622000	1929-05-03	1480	A
USGS	01622000	1929-05-04	1230	A
USGS	01622000	1929-05-05	951	A
USGS	01622000	1929-05-06	795	A
USGS	01622000	1929-05-07	680	A
USGS	01622000	1929-05-08	532	A
USGS	01622000	1929-05-09	496	A
USGS	01622000	1929-05-10	426	A
USGS	01622000	1929-05-11	373	A
USGS	01622000	1929-05-12	341	A
USGS	01622000	1929-05-13	328	A
USGS	01622000	1929-05-14	341	A
USGS	01622000	1929-05-15	298	A
USGS	01622000	1929-05-16	292	A
USGS	01622000	1929-05-17	274	A
USGS	01622000	1929-05-18	257	A
USGS	01622000	1929-05-19	268	A
USGS	01622000	1929-05-20	298	A
USGS	01622000	1929-05-21	1990	A
USGS	01622000	1929-05-22	1650	A
USGS	01622000	1929-05-23	1070	A
USGS	01622000	1929-05-24	756	A
USGS	01622000	1929-05-25	680	A
USGS	01622000	1929-05-26	643	A
USGS	01622000	1929-05-27	569	A
USGS	01622000	1929-05-28	532	A
USGS	01622000	1929-05-29	496	A
USGS	01622000	1929-05-30	532	A
USGS	01622000	1929-05-31	569	A
USGS	01622000	1929-06-01	643	A
USGS	01622000	1929-06-02	496	A
USGS	01622000	1929-06-03	440	A
USGS	01622000	1929-06-04	386	A
USGS	01622000	1929-06-05	341	A
USGS	01622000	1929-06-06	292	A
USGS	01622000	1929-06-07	268	A
USGS	01622000	1929-06-08	268	A
USGS	01622000	1929-06-09	304	A
USGS	01622000	1929-06-10	304	A
USGS	01622000	1929-06-11	257	A
USGS	01622000	1929-06-12	246	A
USGS	01622000	1929-06-13	234	A
USGS	01622000	1929-06-14	257	A
USGS	01622000	1929-06-15	328	A
USGS	01622000	1929-06-16	304	A
USGS	01622000	1929-06-17	280	A
USGS	01622000	1929-06-18	286	A
USGS	01622000	1929-06-19	240	A
USGS	01622000	1929-06-20	223	A
USGS	01622000	1929-06-21	229	A
USGS	01622000	1929-06-22	202	A
USGS	01622000	1929-06-23	1230	A
USGS	01622000	1929-06-24	718	A
USGS	01622000	1929-06-25	569	A
USGS	01622000	1929-06-26	532	A
USGS	01622000	1929-06-27	460	A
USGS	01622000	1929-06-28	399	A
USGS	01622000	1929-06-29	334	A
USGS	01622000	1929-06-30	280	A
USGS	01622000	1929-07-01	257	A
USGS	01622000	1929-07-02	246	A
USGS	01622000	1929-07-03	212	A
USGS	01622000	1929-07-04	191	A
USGS	01622000	1929-07-05	181	A
USGS	01622000	1929-07-06	160	A
USGS	01622000	1929-07-07	274	A
USGS	01622000	1929-07-08	186	A
USGS	01622000	1929-07-09	170	A
USGS	01622000	1929-07-10	202	A
USGS	01622000	1929-07-11	257	A
USGS	01622000	1929-07-12	334	A
USGS	01622000	1929-07-13	347	A
USGS	01622000	1929-07-14	223	A
USGS	01622000	1929-07-15	234	A
USGS	01622000	1929-07-16	191	A
USGS	01622000	1929-07-17	181	A
USGS	01622000	1929-07-18	170	A
USGS	01622000	1929-07-19	160	A
USGS	01622000	1929-07-20	140	A
USGS	01622000	1929-07-21	130	A
USGS	01622000	1929-07-22	110	A
USGS	01622000	1929-07-23	130	A
USGS	01622000	1929-07-24	120	A
USGS	01622000	1929-07-25	120	A
USGS	01622000	1929-07-26	125	A
USGS	01622000	1929-07-27	110	A
USGS	01622000	1929-07-28	97.0	A
USGS	01622000	1929-07-29	140	A
USGS	01622000	1929-07-30	191	A
USGS	01622000	1929-07-31	120	A
USGS	01622000	1929-08-01	120	A
USGS	01622000	1929-08-02	110	A
USGS	01622000	1929-08-03	110	A
USGS	01622000	1929-08-04	93.0	A
USGS	01622000	1929-08-05	120	A
USGS	01622000	1929-08-06	102	A
USGS	01622000	1929-08-07	97.0	A
USGS	01622000	1929-08-08	97.0	A
USGS	01622000	1929-08-09	110	A
USGS	01622000	1929-08-10	97.0	A
USGS	01622000	1929-08-11	76.0	A
USGS	01622000	1929-08-12	93.0	A
USGS	01622000	1929-08-13	93.0	A
USGS	01622000	1929-08-14	89.0	A
USGS	01622000	1929-08-15	93.0	A
USGS	01622000	1929-08-16	85.0	A
USGS	01622000	1929-08-17	76.0	A
USGS	01622000	1929-08-18	68.0	A
USGS	01622000	1929-08-19	85.0	A
USGS	01622000	1929-08-20	81.0	A
USGS	01622000	1929-08-21	76.0	A
USGS	01622000	1929-08-22	76.0	A
USGS	01622000	1929-08-23	76.0	A
USGS	01622000	1929-08-24	93.0	A
USGS	01622000	1929-08-25	65.0	A
USGS	01622000	1929-08-26	81.0	A
USGS	01622000	1929-08-27	85.0	A
USGS	01622000	1929-08-28	72.0	A
USGS	01622000	1929-08-29	62.0	A
USGS	01622000	1929-08-30	62.0	A
USGS	01622000	1929-08-31	81.0	A
USGS	01622000	1929-09-01	62.0	A
USGS	01622000	1929-09-02	56.0	A
USGS	01622000	1929-09-03	62.0	A
USGS	01622000	1929-09-04	56.0	A
USGS	01622000	1929-09-05	53.0	A
USGS	01622000	1929-09-06	62.0	A
USGS	01622000	1929-09-07	170	A
USGS	01622000	1929-09-08	76.0	A
USGS	01622000	1929-09-09	76.0	A
USGS	01622000	1929-09-10	85.0	A
USGS	01622000	1929-09-11	76.0	A
USGS	01622000	1929-09-12	62.0	A
USGS	01622000	1929-09-13	56.0	A
USGS	01622000	1929-09-14	68.0	A
USGS	01622000	1929-09-15	56.0	A
USGS	01622000	1929-09-16	59.0	A
USGS	01622000	1929-09-17	68.0	A
USGS	01622000	1929-09-18	62.0	A
USGS	01622000	1929-09-19	62.0	A
USGS	01622000	1929-09-20	65.0	A
USGS	01622000	1929-09-21	56.0	A
USGS	01622000	1929-09-22	53.0	A
USGS	01622000	1929-09-23	56.0	A
USGS	01622000	1929-09-24	62.0	A
USGS	01622000	1929-09-25	65.0	A
USGS	01622000	1929-09-26	59.0	A
USGS	01622000	1929-09-27	62.0	A
USGS	01622000	1929-09-28	56.0	A
USGS	01622000	1929-09-29	50.0	A
USGS	01622000	1929-09-30	62.0	A
USGS	01622000	1929-10-01	76.0	A
USGS	01622000	1929-10-02	354	A
USGS	01622000	1929-10-03	160	A
USGS	01622000	1929-10-04	110	A
USGS	01622000	1929-10-05	110	A
USGS	01622000	1929-10-06	110	A
USGS	01622000	1929-10-07	120	A
USGS	01622000	1929-10-08	110	A
USGS	01622000	1929-10-09	110	A
USGS	01622000	1929-10-10	102	A
USGS	01622000	1929-10-11	102	A
USGS	01622000	1929-10-12	102	A
USGS	01622000	1929-10-13	76.0	A
USGS	01622000	1929-10-14	106	A
USGS	01622000	1929-10-15	106	A
USGS	01622000	1929-10-16	102	A
USGS	01622000	1929-10-17	97.0	A
USGS	01622000	1929-10-18	93.0	A
USGS	01622000	1929-10-19	93.0	A
USGS	01622000	1929-10-20	68.0	A
USGS	01622000	1929-10-21	102	A
USGS	01622000	1929-10-22	4050	A
USGS	01622000	1929-10-23	3370	A
USGS	01622000	1929-10-24	1150	A
USGS	01622000	1929-10-25	680	A
USGS	01622000	1929-10-26	460	A
USGS	01622000	1929-10-27	354	A
USGS	01622000	1929-10-28	298	A
USGS	01622000	1929-10-29	257	A
USGS	01622000	1929-10-30	234	A
USGS	01622000	1929-10-31	223	A
USGS	01622000	1929-11-01	202	A
USGS	01622000	1929-11-02	186	A
USGS	01622000	1929-11-03	316	A
USGS	01622000	1929-11-04	532	A
USGS	01622000	1929-11-05	532	A
USGS	01622000	1929-11-06	460	A
USGS	01622000	1929-11-07	406	A
USGS	01622000	1929-11-08	341	A
USGS	01622000	1929-11-09	292	A
USGS	01622000	1929-11-10	257	A
USGS	01622000	1929-11-11	257	A
USGS	01622000	1929-11-12	234	A
USGS	01622000	1929-11-13	212	A
USGS	01622000	1929-11-14	202	A
USGS	01622000	1929-11-15	191	A
USGS	01622000	1929-11-16	176	A
USGS	01622000	1929-11-17	170	A
USGS	01622000	1929-11-18	3370	A
USGS	01622000	1929-11-19	2590	A
USGS	01622000	1929-11-20	1310	A
USGS	01622000	1929-11-21	873	A
USGS	01622000	1929-11-22	643	A
USGS	01622000	1929-11-23	532	A
USGS	01622000	1929-11-24	460	A
USGS	01622000	1929-11-25	426	A
USGS	01622000	1929-11-26	360	A
USGS	01622000	1929-11-27	328	A
USGS	01622000	1929-11-28	322	A
USGS	01622000	1929-11-29	298	A
USGS	01622000	1929-11-30	268	A
USGS	01622000	1929-12-01	246	A
USGS	01622000	1929-12-02	268	A
USGS	01622000	1929-12-03	257	A
USGS	01622000	1929-12-04	292	A
USGS	01622000	1929-12-05	280	A
USGS	01622000	1929-12-06	246	A
USGS	01622000	1929-12-07	262	A
USGS	01622000	1929-12-08	223	A
USGS	01622000	1929-12-09	202	A
USGS	01622000	1929-12-10	196	A
USGS	01622000	1929-12-11	170	A
USGS	01622000	1929-12-12	191	A
USGS	01622000	1929-12-13	170	A
USGS	01622000	1929-12-14	170	A
USGS	01622000	1929-12-15	170	A
USGS	01622000	1929-12-16	181	A
USGS	01622000	1929-12-17	181	A
USGS	01622000	1929-12-18	181	A
USGS	01622000	1929-12-19	262	A
USGS	01622000	1929-12-20	392	A
USGS	01622000	1929-12-21	406	A
USGS	01622000	1929-12-22	392	A
USGS	01622000	1929-12-23	406	A
USGS	01622000	1929-12-24	354	A
USGS	01622000	1929-12-25	304	A
USGS	01622000	1929-12-26	304	A
USGS	01622000	1929-12-27	292	A
USGS	01622000	1929-12-28	354	A
USGS	01622000	1929-12-29	569	A
USGS	01622000	1929-12-30	606	A
USGS	01622000	1929-12-31	569	A
USGS	01622000	1930-01-01	496	A
USGS	01622000	1930-01-02	460	A
USGS	01622000	1930-01-03	392	A
USGS	01622000	1930-01-04	379	A
USGS	01622000	1930-01-05	334	A
USGS	01622000	1930-01-06	334	A
USGS	01622000	1930-01-07	328	A
USGS	01622000	1930-01-08	292	A
USGS	01622000	1930-01-09	274	A
USGS	01622000	1930-01-10	257	A
USGS	01622000	1930-01-11	262	A
USGS	01622000	1930-01-12	229	A
USGS	01622000	1930-01-13	234	A
USGS	01622000	1930-01-14	240	A
USGS	01622000	1930-01-15	223	A
USGS	01622000	1930-01-16	223	A
USGS	01622000	1930-01-17	202	A
USGS	01622000	1930-01-18	202	A
USGS	01622000	1930-01-19	170	A
USGS	01622000	1930-01-20	181	A
USGS	01622000	1930-01-21	181	A
USGS	01622000	1930-01-22	181	A
USGS	01622000	1930-01-23	181	A
USGS	01622000	1930-01-24	176	A
USGS	01622000	1930-01-25	160	A
USGS	01622000	1930-01-26	160	A
USGS	01622000	1930-01-27	176	A
USGS	01622000	1930-01-28	170	A
USGS	01622000	1930-01-29	170	A
USGS	01622000	1930-01-30	160	A
USGS	01622000	1930-01-31	155	A
USGS	01622000	1930-02-01	170	A
USGS	01622000	1930-02-02	155	A
USGS	01622000	1930-02-03	186	A
USGS	01622000	1930-02-04	366	A
USGS	01622000	1930-02-05	718	A
USGS	01622000	1930-02-06	680	A
USGS	01622000	1930-02-07	643	A
USGS	01622000	1930-02-08	532	A
USGS	01622000	1930-02-09	460	A
USGS	01622000	1930-02-10	440	A
USGS	01622000	1930-02-11	392	A
USGS	01622000	1930-02-12	347	A
USGS	01622000	1930-02-13	373	A
USGS	01622000	1930-02-14	328	A
USGS	01622000	1930-02-15	292	A
USGS	01622000	1930-02-16	268	A
USGS	01622000	1930-02-17	257	A
USGS	01622000	1930-02-18	257	A
USGS	01622000	1930-02-19	257	A
USGS	01622000	1930-02-20	251	A
USGS	01622000	1930-02-21	234	A
USGS	01622000	1930-02-22	229	A
USGS	01622000	1930-02-23	218	A
USGS	01622000	1930-02-24	234	A
USGS	01622000	1930-02-25	229	A
USGS	01622000	1930-02-26	223	A
USGS	01622000	1930-02-27	229	A
USGS	01622000	1930-02-28	223	A
USGS	01622000	1930-03-01	223	A
USGS	01622000	1930-03-02	223	A
USGS	01622000	1930-03-03	234	A
USGS	01622000	1930-03-04	202	A
USGS	01622000	1930-03-05	202	A
USGS	01622000	1930-03-06	186	A
USGS	01622000	1930-03-07	223	A
USGS	01622000	1930-03-08	873	A
USGS	01622000	1930-03-09	1070	A
USGS	01622000	1930-03-10	912	A
USGS	01622000	1930-03-11	756	A
USGS	01622000	1930-03-12	718	A
USGS	01622000	1930-03-13	606	A
USGS	01622000	1930-03-14	532	A
USGS	01622000	1930-03-15	496	A
USGS	01622000	1930-03-16	446	A
USGS	01622000	1930-03-17	446	A
USGS	01622000	1930-03-18	392	A
USGS	01622000	1930-03-19	460	A
USGS	01622000	1930-03-20	406	A
USGS	01622000	1930-03-21	379	A
USGS	01622000	1930-03-22	366	A
USGS	01622000	1930-03-23	341	A
USGS	01622000	1930-03-24	334	A
USGS	01622000	1930-03-25	419	A
USGS	01622000	1930-03-26	328	A
USGS	01622000	1930-03-27	304	A
USGS	01622000	1930-03-28	268	A
USGS	01622000	1930-03-29	246	A
USGS	01622000	1930-03-30	234	A
USGS	01622000	1930-03-31	240	A
USGS	01622000	1930-04-01	212	A
USGS	01622000	1930-04-02	191	A
USGS	01622000	1930-04-03	212	A
USGS	01622000	1930-04-04	191	A
USGS	01622000	1930-04-05	191	A
USGS	01622000	1930-04-06	196	A
USGS	01622000	1930-04-07	240	A
USGS	01622000	1930-04-08	257	A
USGS	01622000	1930-04-09	280	A
USGS	01622000	1930-04-10	322	A
USGS	01622000	1930-04-11	310	A
USGS	01622000	1930-04-12	304	A
USGS	01622000	1930-04-13	286	A
USGS	01622000	1930-04-14	292	A
USGS	01622000	1930-04-15	268	A
USGS	01622000	1930-04-16	234	A
USGS	01622000	1930-04-17	251	A
USGS	01622000	1930-04-18	223	A
USGS	01622000	1930-04-19	223	A
USGS	01622000	1930-04-20	246	A
USGS	01622000	1930-04-21	212	A
USGS	01622000	1930-04-22	202	A
USGS	01622000	1930-04-23	181	A
USGS	01622000	1930-04-24	181	A
USGS	01622000	1930-04-25	170	A
USGS	01622000	1930-04-26	160	A
USGS	01622000	1930-04-27	150	A
USGS	01622000	1930-04-28	150	A
USGS	01622000	1930-04-29	145	A
USGS	01622000	1930-04-30	150	A
USGS	01622000	1930-05-01	140	A
USGS	01622000	1930-05-02	130	A
USGS	01622000	1930-05-03	125	A
USGS	01622000	1930-05-04	115	A
USGS	01622000	1930-05-05	120	A
USGS	01622000	1930-05-06	120	A
USGS	01622000	1930-05-07	120	A
USGS	01622000	1930-05-08	110	A
USGS	01622000	1930-05-09	110	A
USGS	01622000	1930-05-10	110	A
USGS	01622000	1930-05-11	102	A
USGS	01622000	1930-05-12	110	A
USGS	01622000	1930-05-13	102	A
USGS	01622000	1930-05-14	106	A
USGS	01622000	1930-05-15	120	A
USGS	01622000	1930-05-16	110	A
USGS	01622000	1930-05-17	106	A
USGS	01622000	1930-05-18	93.0	A
USGS	01622000	1930-05-19	120	A
USGS	01622000	1930-05-20	102	A
USGS	01622000	1930-05-21	97.0	A
USGS	01622000	1930-05-22	102	A
USGS	01622000	1930-05-23	102	A
USGS	01622000	1930-05-24	93.0	A
USGS	01622000	1930-05-25	89.0	A
USGS	01622000	1930-05-26	93.0	A
USGS	01622000	1930-05-27	89.0	A
USGS	01622000	1930-05-28	93.0	A
USGS	01622000	1930-05-29	85.0	A
USGS	01622000	1930-05-30	85.0	A
USGS	01622000	1930-05-31	85.0	A
USGS	01622000	1930-06-01	76.0	A
USGS	01622000	1930-06-02	76.0	A
USGS	01622000	1930-06-03	85.0	A
USGS	01622000	1930-06-04	76.0	A
USGS	01622000	1930-06-05	76.0	A
USGS	01622000	1930-06-06	76.0	A
USGS	01622000	1930-06-07	76.0	A
USGS	01622000	1930-06-08	68.0	A
USGS	01622000	1930-06-09	76.0	A
USGS	01622000	1930-06-10	150	A
USGS	01622000	1930-06-11	115	A
USGS	01622000	1930-06-12	102	A
USGS	01622000	1930-06-13	89.0	A
USGS	01622000	1930-06-14	76.0	A
USGS	01622000	1930-06-15	76.0	A
USGS	01622000	1930-06-16	85.0	A
USGS	01622000	1930-06-17	102	A
USGS	01622000	1930-06-18	110	A
USGS	01622000	1930-06-19	102	A
USGS	01622000	1930-06-20	85.0	A
USGS	01622000	1930-06-21	85.0	A
USGS	01622000	1930-06-22	85.0	A
USGS	01622000	1930-06-23	85.0	A
USGS	01622000	1930-06-24	85.0	A
USGS	01622000	1930-06-25	93.0	A
USGS	01622000	1930-06-26	93.0	A
USGS	01622000	1930-06-27	102	A
USGS	01622000	1930-06-28	81.0	A
USGS	01622000	1930-06-29	62.0	A
USGS	01622000	1930-06-30	93.0	A
USGS	01622000	1930-07-01	72.0	A
USGS	01622000	1930-07-02	68.0	A
USGS	01622000	1930-07-03	62.0	A
USGS	01622000	1930-07-04	56.0	A
USGS	01622000	1930-07-05	68.0	A
USGS	01622000	1930-07-06	62.0	A
USGS	01622000	1930-07-07	62.0	A
USGS	01622000	1930-07-08	68.0	A
USGS	01622000	1930-07-09	68.0	A
USGS	01622000	1930-07-10	56.0	A
USGS	01622000	1930-07-11	56.0	A
USGS	01622000	1930-07-12	56.0	A
USGS	01622000	1930-07-13	50.0	A
USGS	01622000	1930-07-14	50.0	A
USGS	01622000	1930-07-15	56.0	A
USGS	01622000	1930-07-16	68.0	A
USGS	01622000	1930-07-17	50.0	A
USGS	01622000	1930-07-18	44.0	A
USGS	01622000	1930-07-19	56.0	A
USGS	01622000	1930-07-20	50.0	A
USGS	01622000	1930-07-21	44.0	A
USGS	01622000	1930-07-22	53.0	A
USGS	01622000	1930-07-23	56.0	A
USGS	01622000	1930-07-24	50.0	A
USGS	01622000	1930-07-25	47.0	A
USGS	01622000	1930-07-26	50.0	A
USGS	01622000	1930-07-27	35.0	A
USGS	01622000	1930-07-28	47.0	A
USGS	01622000	1930-07-29	50.0	A
USGS	01622000	1930-07-30	62.0	A
USGS	01622000	1930-07-31	41.0	A
USGS	01622000	1930-08-01	44.0	A
USGS	01622000	1930-08-02	47.0	A
USGS	01622000	1930-08-03	44.0	A
USGS	01622000	1930-08-04	36.0	A
USGS	01622000	1930-08-05	44.0	A
USGS	01622000	1930-08-06	50.0	A
USGS	01622000	1930-08-07	62.0	A
USGS	01622000	1930-08-08	35.0	A
USGS	01622000	1930-08-09	47.0	A
USGS	01622000	1930-08-10	32.0	A
USGS	01622000	1930-08-11	38.0	A
USGS	01622000	1930-08-12	56.0	A
USGS	01622000	1930-08-13	50.0	A
USGS	01622000	1930-08-14	56.0	A
USGS	01622000	1930-08-15	36.0	A
USGS	01622000	1930-08-16	56.0	A
USGS	01622000	1930-08-17	33.0	A
USGS	01622000	1930-08-18	41.0	A
USGS	01622000	1930-08-19	47.0	A
USGS	01622000	1930-08-20	50.0	A
USGS	01622000	1930-08-21	44.0	A
USGS	01622000	1930-08-22	44.0	A
USGS	01622000	1930-08-23	44.0	A
USGS	01622000	1930-08-24	35.0	A
USGS	01622000	1930-08-25	53.0	A
USGS	01622000	1930-08-26	44.0	A
USGS	01622000	1930-08-27	38.0	A
USGS	01622000	1930-08-28	32.0	A
USGS	01622000	1930-08-29	68.0	A
USGS	01622000	1930-08-30	68.0	A
USGS	01622000	1930-08-31	38.0	A
USGS	01622000	1930-09-01	38.0	A
USGS	01622000	1930-09-02	32.0	A
USGS	01622000	1930-09-03	44.0	A
USGS	01622000	1930-09-04	35.0	A
USGS	01622000	1930-09-05	32.0	A
USGS	01622000	1930-09-06	35.0	A
USGS	01622000	1930-09-07	32.0	A
USGS	01622000	1930-09-08	35.0	A
USGS	01622000	1930-09-09	32.0	A
USGS	01622000	1930-09-10	24.0	A
USGS	01622000	1930-09-11	36.0	A
USGS	01622000	1930-09-12	32.0	A
USGS	01622000	1930-09-13	32.0	A
USGS	01622000	1930-09-14	36.0	A
USGS	01622000	1930-09-15	35.0	A
USGS	01622000	1930-09-16	44.0	A
USGS	01622000	1930-09-17	44.0	A
USGS	01622000	1930-09-18	35.0	A
USGS	01622000	1930-09-19	28.0	A
USGS	01622000	1930-09-20	28.0	A
USGS	01622000	1930-09-21	35.0	A
USGS	01622000	1930-09-22	28.0	A
